6076 "23.04.2018 17:00";"20.5";"735.2";"757.9";"-0.9";"47";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"35.0";"8.8";"";"";"";"";"";"";
6075 "23.04.2018 18:00";"19.3";"734.9";"757.6";"-0.7";"51";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"45.0";"8.9";"";"";"";"";"";"";
6074 "23.04.2018 19:00";"17.6";"735.1";"757.9";"-0.3";"58";"Wind blowing from the east-southeast";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"8.4";"22.1";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"25.0";"9.2";"Trace of precipitation";"12";"";"";"";"";
6073 "23.04.2018 20:00";"16.5";"735.4";"758.5";"0.2";"63";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1500-2000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"12.0";"9.4";"";"";"";"";"";"";
6072 "23.04.2018 21:00";"15.8";"735.9";"758.9";"1.0";"73";"Wind blowing from the west";"2";"";"";"100%.";"Rain shower(s), slight. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"20–30%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"13.0";"11.0";"";"";"";"";"";"";
6071 "23.04.2018 22:00";"15.1";"736.0";"759.1";"0.9";"81";"Wind blowing from the west";"3";"";"";"90  or more, but not 100%";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"30.0";"11.9";"";"";"";"";"";"";
6070 "23.04.2018 23:00";"14.7";"736.0";"759.2";"0.6";"83";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"";"22.0";"11.8";"";"";"";"";"";"";
6069 "24.04.2018 00:00";"14.5";"736.1";"759.3";"0.2";"86";"Wind blowing from the west";"3";"";"";"90  or more, but not 100%";"Shower(s) of rain. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"";"";"18.0";"12.2";"";"";"";"";"";"";
6068 "24.04.2018 01:00";"14.6";"736.3";"759.5";"0.3";"86";"Wind blowing from the west-northwest";"3";"";"";"100%.";"Clouds generally forming or developing. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"13.0";"12.3";"0.1";"6";"";"";"";"";
6067 "24.04.2018 02:00";"13.7";"736.6";"759.9";"0.6";"89";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"11.9";"";"";"";"";"";"";
6066 "24.04.2018 03:00";"12.8";"736.7";"760.0";"0.6";"91";"Wind blowing from the west";"1";"";"";"40%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"11.4";"";"";"";"";"";"";
6065 "24.04.2018 04:00";"13.1";"737.2";"760.5";"0.9";"92";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"200-300";"";"";"4.0";"11.8";"";"";"";"";"";"";
6064 "24.04.2018 05:00";"13.2";"737.5";"760.8";"0.9";"89";"Wind blowing from the north-northwest";"2";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"200-300";"";"";"8.0";"11.4";"";"";"";"";"";"";
6063 "24.04.2018 06:00";"12.9";"738.1";"761.5";"1.4";"85";"Wind blowing from the north-northwest";"3";"";"";"90  or more, but not 100%";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"";"";"9.0";"10.4";"";"";"";"";"";"";
6062 "24.04.2018 07:00";"14.0";"738.4";"761.8";"1.2";"75";"Wind blowing from the west-northwest";"2";"";"";"40%.";" ";"";"";"12.7";"17.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"12.0";"9.6";"0.1";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"11.0";"";"";
6061 "24.04.2018 08:00";"14.8";"738.5";"761.8";"1.0";"65";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"21.0";"8.3";"";"";"";"";"";"";
6060 "24.04.2018 09:00";"15.9";"738.7";"761.9";"0.6";"58";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"17.0";"7.6";"";"";"";"";"";"";
6059 "24.04.2018 10:00";"17.1";"738.7";"761.7";"0.3";"59";"Wind blowing from the west";"3";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"9.0";"";"";"";"";"";"";
6058 "24.04.2018 11:00";"17.2";"738.4";"761.5";"-0.1";"52";"Wind blowing from the west-northwest";"4";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"23.0";"7.3";"";"";"";"";"";"";
6057 "24.04.2018 12:00";"19.4";"738.1";"761.0";"-0.6";"41";"Wind blowing from the west";"5";"";"9";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"29.0";"5.8";"";"";"";"";"";"";
6056 "24.04.2018 13:00";"18.1";"738.1";"761.0";"-0.6";"45";"Wind blowing from the west";"4";"";"10";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1500-2000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"30.0";"6.0";"No precipitation";"6";"";"";"";"";
6055 "24.04.2018 14:00";"19.2";"737.8";"760.7";"-0.6";"37";"Wind blowing from the west";"5";"";"11";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1500-2000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"35.0";"4.1";"";"";"";"";"";"";
6054 "24.04.2018 15:00";"18.7";"737.4";"760.3";"-0.7";"39";"Wind blowing from the west";"4";"";"9";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"35.0";"4.5";"";"";"";"";"";"";
6053 "24.04.2018 16:00";"18.3";"737.2";"760.0";"-0.9";"42";"Wind blowing from the west";"3";"";"11";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"40.0";"5.2";"";"";"";"";"";"";
6052 "24.04.2018 17:00";"17.7";"737.0";"760.0";"-0.8";"45";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrostratus covering the whole sky.";"45.0";"5.6";"";"";"";"";"";"";
6051 "24.04.2018 18:00";"16.9";"736.8";"759.8";"-0.6";"50";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"25.0";"6.4";"";"";"";"";"";"";
6050 "24.04.2018 19:00";"16.0";"736.9";"760.0";"-0.3";"52";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"13.9";"20.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"25.0";"6.1";"No precipitation";"12";"";"";"";"";
6049 "24.04.2018 20:00";"14.1";"737.2";"760.4";"0.2";"64";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus translucidus.";"";"20.0";"7.4";"";"";"";"";"";"";
6048 "24.04.2018 21:00";"12.9";"737.1";"760.4";"0.3";"72";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus translucidus.";"";"25.0";"8.0";"";"";"";"";"";"";
6047 "24.04.2018 22:00";"12.5";"737.1";"760.5";"0.2";"72";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"20.0";"7.6";"";"";"";"";"";"";
6046 "24.04.2018 23:00";"12.1";"737.2";"760.6";"0.0";"78";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";"Shower(s) of rain. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"";"13.0";"8.4";"";"";"";"";"";"";
6045 "25.04.2018 00:00";"13.2";"737.3";"760.6";"0.2";"75";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1500-2000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"16.0";"8.9";"";"";"";"";"";"";
6044 "25.04.2018 01:00";"12.9";"737.2";"760.5";"0.1";"71";"Wind blowing from the west";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1500-2000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"21.0";"7.8";"Trace of precipitation";"6";"";"";"";"";
6043 "25.04.2018 02:00";"11.9";"736.9";"760.3";"-0.3";"77";"Wind blowing from the west-southwest";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1500-2000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"16.0";"8.0";"";"";"";"";"";"";
6042 "25.04.2018 03:00";"11.1";"736.7";"760.2";"-0.6";"83";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1500-2000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"16.0";"8.3";"";"";"";"";"";"";
6041 "25.04.2018 04:00";"10.7";"736.6";"760.1";"-0.6";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"14.0";"8.1";"";"";"";"";"";"";
6040 "25.04.2018 05:00";"10.6";"736.5";"760.0";"-0.4";"87";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"13.0";"8.5";"";"";"";"";"";"";
6039 "25.04.2018 06:00";"11.5";"736.5";"759.9";"-0.2";"85";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"14.0";"9.1";"";"";"";"";"";"";
6038 "25.04.2018 07:00";"13.7";"736.0";"759.2";"-0.6";"75";"Wind blowing from the south";"3";"";"";"90  or more, but not 100%";" ";"";"";"10.6";"16.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"24.0";"9.3";"Trace of precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"10.0";"";"";
6037 "25.04.2018 08:00";"16.3";"735.7";"758.8";"-0.8";"58";"Wind blowing from the south";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"28.0";"8.0";"";"";"";"";"";"";
6036 "25.04.2018 09:00";"18.6";"735.1";"757.9";"-1.4";"55";"Wind blowing from the south";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"29.0";"9.4";"";"";"";"";"";"";
6035 "25.04.2018 10:00";"19.9";"734.5";"757.2";"-1.5";"50";"Wind blowing from the south-southwest";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"25.0";"9.2";"";"";"";"";"";"";
6034 "25.04.2018 11:00";"21.7";"733.8";"756.3";"-1.9";"39";"Wind blowing from the south-west";"8";"13";"14";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"25.0";"7.1";"";"";"";"";"";"";
6033 "25.04.2018 12:00";"22.5";"733.2";"755.6";"-1.9";"37";"Wind blowing from the west-southwest";"8";"14";"14";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"20.0";"7.1";"";"";"";"";"";"";
6032 "25.04.2018 13:00";"24.1";"732.7";"754.9";"-1.8";"35";"Wind blowing from the west-southwest";"8";"15";"15";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"20.0";"7.7";"No precipitation";"6";"";"";"";"";
6031 "25.04.2018 14:00";"23.0";"732.3";"754.6";"-1.5";"35";"Wind blowing from the west-southwest";"7";"";"15";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"25.0";"6.7";"";"";"";"";"";"";
6030 "25.04.2018 15:00";"23.6";"731.7";"754.0";"";"35";"Wind blowing from the west-southwest";"8";"15";"15";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"25.0";"7.2";"";"";"";"";"";"";
6029 "25.04.2018 16:00";"22.7";"731.5";"753.8";"-1.2";"39";"Wind blowing from the west-southwest";"5";"";"15";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"2000-2500";"";"";"35.0";"8.0";"";"";"";"";"";"";
6028 "25.04.2018 17:00";"22.5";"731.2";"753.6";"-1.1";"40";"Wind blowing from the west-southwest";"6";"";"13";"70 – 80%.";"Shower(s) of rain. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"1500-2000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"8.2";"";"";"";"";"";"";
6027 "25.04.2018 18:00";"21.8";"731.2";"753.6";"-0.5";"40";"Wind blowing from the west-southwest";"5";"";"11";"60%.";" ";"";"";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"1500-2000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"27.0";"7.6";"";"";"";"";"";"";
6026 "25.04.2018 19:00";"19.5";"731.5";"754.2";"0.0";"45";"Wind blowing from the west-southwest";"3";"";"15";"70 – 80%.";"Clouds generally dissolving or becoming less developed. ";"Shower(s).";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"13.7";"24.4";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"10%  or less, but not 0";"1500-2000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"13.0";"7.2";"Trace of precipitation";"12";"";"";"";"";
6025 "25.04.2018 20:00";"18.2";"732.7";"755.5";"1.5";"50";"Wind blowing from the north-west";"8";"13";"13";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"22.0";"7.6";"";"";"";"";"";"";
6024 "25.04.2018 21:00";"16.2";"733.6";"756.5";"2.4";"62";"Wind blowing from the north-west";"6";"11";"12";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"35.0";"8.9";"";"";"";"";"";"";
6023 "25.04.2018 22:00";"14.9";"734.0";"757.1";"2.5";"62";"Wind blowing from the west-northwest";"4";"";"13";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"50.0";"7.7";"";"";"";"";"";"";
6022 "25.04.2018 23:00";"13.8";"734.6";"757.8";"1.9";"67";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"50.0";"7.8";"";"";"";"";"";"";
6021 "26.04.2018 00:00";"13.6";"734.8";"757.9";"1.2";"67";"Wind blowing from the west-northwest";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"50.0";"7.6";"";"";"";"";"";"";
6020 "26.04.2018 01:00";"12.7";"735.1";"758.4";"1.1";"68";"Wind blowing from the west-northwest";"3";"";"13";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"6.9";"No precipitation";"6";"";"";"";"";
6019 "26.04.2018 02:00";"11.5";"735.5";"758.9";"0.9";"70";"Wind blowing from the west-northwest";"5";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"45.0";"6.2";"";"";"";"";"";"";
6018 "26.04.2018 03:00";"9.4";"735.7";"759.3";"0.9";"69";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"50.0";"4.0";"";"";"";"";"";"";
6017 "26.04.2018 04:00";"8.7";"735.7";"759.4";"0.6";"70";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"50.0";"3.5";"";"";"";"";"";"";
6016 "26.04.2018 05:00";"8.4";"736.3";"760.0";"0.8";"70";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"50.0";"3.2";"";"";"";"";"";"";
6015 "26.04.2018 06:00";"10.1";"736.6";"760.1";"0.9";"63";"Wind blowing from the west-northwest";"4";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"45.0";"3.4";"";"";"";"";"";"";
